type,f_address,Match_addr,Longitude,Latitude,Addr_type,Score,Status,Region,RegionAbbr,Subregion,MetroArea,City,Nbrhd,geometry,Match_type,LongLabel,ShortLabel,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,District,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo
housing_rehab_addresses,"27 Quamina Dr., Rochester, New York 14605","27 Quamina Dr, Rochester, New York, 14605",-77.606748,43.17208200000002,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60674799999998 43.17208200000005),A,"27 Quamina Dr, Rochester, NY, 14605, USA",27 Quamina Dr,,,"27 Quamina Dr, Rochester, New York, 14605",,,20.0,,27,,,,,,,Quamina,Dr,,,,,,,,,27 Quamina Dr,,,,,,14605,1234,USA,United States,ENG,0.0,-77.606748,43.17208200000002,-77.607748,-77.60574799999999,43.17108200000002,43.173082000000015,
housing_rehab_addresses,"29 Quamina Dr., Rochester, New York 14605","29 Quamina Dr, Rochester, New York, 14605",-77.606613,43.17217200000002,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60661299999998 43.17217200000005),A,"29 Quamina Dr, Rochester, NY, 14605, USA",29 Quamina Dr,,,"29 Quamina Dr, Rochester, New York, 14605",,,20.0,,29,,,,,,,Quamina,Dr,,,,,,,,,29 Quamina Dr,,,,,,14605,1234,USA,United States,ENG,0.0,-77.606613,43.17217200000002,-77.607613,-77.60561299999999,43.17117200000002,43.173172000000015,
housing_rehab_addresses,"154 Raeburn Ave., Rochester, New York 14619","154 Raeburn Ave, Rochester, New York, 14619",-77.65537499999999,43.13638800000001,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.65537499999994 43.13638800000007),A,"154 Raeburn Ave, Rochester, NY, 14619, USA",154 Raeburn Ave,,,"154 Raeburn Ave, Rochester, New York, 14619",,,20.0,,154,,,,,,,Raeburn,Ave,,,,,,,,,154 Raeburn Ave,,,,,,14619,1616,USA,United States,ENG,0.0,-77.65537499999999,43.13638800000001,-77.656375,-77.65437499999999,43.13538800000001,43.13738800000001,
housing_rehab_addresses,"110 Rocket St., Rochester, New York 14609","110 Rocket St, Rochester, New York, 14609",-77.5740465,43.174098000000015,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.57404649999995 43.17409800000007),A,"110 Rocket St, Rochester, NY, 14609, USA",110 Rocket St,,,"110 Rocket St, Rochester, New York, 14609",,,20.0,,110,,,,,,,Rocket,St,,,,,,,,,110 Rocket St,,,,,,14609,4010,USA,United States,ENG,0.0,-77.5740465,43.174098000000015,-77.5750465,-77.57304649999999,43.17309800000002,43.17509800000001,
housing_rehab_addresses,"93 Sander St., Rochester, New York 14621","93 Sander St, Rochester, New York, 14605",-77.586255,43.17273,PointAddress,99.51,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58625499999994 43.17273000000006),A,"93 Sander St, Rochester, NY, 14605, USA",93 Sander St,,,"93 Sander St, Rochester, New York, 14605",,,20.0,,93,,,,,,,Sander,St,,,,,,,,,93 Sander St,,,,,,14605,1667,USA,United States,ENG,0.0,-77.586255,43.17273,-77.587255,-77.58525499999999,43.171730000000004,43.17373,
housing_rehab_addresses,"566 Seward St., Rochester, New York 14608","566 Seward St, Rochester, New York, 14608",-77.6284695,43.13656800000001,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.62846949999994 43.13656800000007),A,"566 Seward St, Rochester, NY, 14608, USA",566 Seward St,,,"566 Seward St, Rochester, New York, 14608",,,20.0,,566,,,,,,,Seward,St,,,,,,,,,566 Seward St,,,,,,14608,2815,USA,United States,ENG,0.0,-77.6284695,43.13656800000001,-77.6294695,-77.62746949999999,43.13556800000001,43.13756800000001,
housing_rehab_addresses,"72 Thomas St., Rochester, New York 14605","72 Thomas St, Rochester, New York, 14605",-77.604309,43.17485400000001,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60430899999994 43.17485400000004),A,"72 Thomas St, Rochester, NY, 14605, USA",72 Thomas St,,,"72 Thomas St, Rochester, New York, 14605",,,20.0,,72,,,,,,,Thomas,St,,,,,,,,,72 Thomas St,,,,,,14605,1239,USA,United States,ENG,0.0,-77.604309,43.17485400000001,-77.605309,-77.603309,43.17385400000001,43.17585400000001,
housing_rehab_addresses,"12 Treyer St., Rochester, New York 14621","12 Treyer St, Rochester, New York, 14621",-77.6143845,43.17733799999999,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.61438449999997 43.17733800000008),A,"12 Treyer St, Rochester, NY, 14621, USA",12 Treyer St,,,"12 Treyer St, Rochester, New York, 14621",,,20.0,,12,,,,,,,Treyer,St,,,,,,,,,12 Treyer St,,,,,,14621,4538,USA,United States,ENG,0.0,-77.6143845,43.17733799999999,-77.6153845,-77.6133845,43.176337999999994,43.17833799999999,
housing_rehab_addresses,"23 Turpin St., Rochester, New York 14621","23 Turpin St, Rochester, New York, 14621",-77.5848735,43.185798000000005,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58487349999996 43.18579800000003),A,"23 Turpin St, Rochester, NY, 14621, USA",23 Turpin St,,,"23 Turpin St, Rochester, New York, 14621",,,20.0,,23,,,,,,,Turpin,St,,,,,,,,,23 Turpin St,,,,,,14621,3918,USA,United States,ENG,0.0,-77.5848735,43.185798000000005,-77.5858735,-77.5838735,43.18479800000001,43.186798,
housing_rehab_addresses,"342 Wilkins St., Rochester, New York 14621","342 Wilkins St, Rochester, New York, 14621",-77.60095199999999,43.178706000000005,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60095199999995 43.17870600000003),A,"342 Wilkins St, Rochester, NY, 14621, USA",342 Wilkins St,,,"342 Wilkins St, Rochester, New York, 14621",,,20.0,,342,,,,,,,Wilkins,St,,,,,,,,,342 Wilkins St,,,,,,14621,4706,USA,United States,ENG,0.0,-77.60095199999999,43.178706000000005,-77.601952,-77.59995199999999,43.17770600000001,43.179706,
housing_rehab_addresses,"302 Woodbine Ave., Rochester, New York 14619","302 Woodbine Ave, Rochester, New York, 14619",-77.645628,43.140771,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64562799999999 43.14077100000003),A,"302 Woodbine Ave, Rochester, NY, 14619, USA",302 Woodbine Ave,,,"302 Woodbine Ave, Rochester, New York, 14619",,,20.0,,302,,,,,,,Woodbine,Ave,,,,,,,,,302 Woodbine Ave,,,,,,14619,1327,USA,United States,ENG,0.0,-77.645628,43.140771,-77.646628,-77.644628,43.139771,43.141771,
housing_rehab_addresses,"71 Austin St., Rochester, New York 14606","71 Austin St, Rochester, New York, 14606",-77.643549,43.16880599999999,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64354899999995 43.16880600000007),A,"71 Austin St, Rochester, NY, 14606, USA",71 Austin St,,,"71 Austin St, Rochester, New York, 14606",,,20.0,,71,,,,,,,Austin,St,,,,,,,,,71 Austin St,,,,,,14606,1707,USA,United States,ENG,0.0,-77.643549,43.16880599999999,-77.644549,-77.64254899999999,43.16780599999999,43.16980599999999,
housing_rehab_addresses,"505 Avenue D, Rochester, New York 14621","505 Avenue D, Rochester, New York, 14621",-77.610051,43.180380000000014,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.61005099999994 43.18038000000007),A,"505 Avenue D, Rochester, NY, 14621, USA",505 Avenue D,,,"505 Avenue D, Rochester, New York, 14621",,,20.0,,505,,,,,,,Avenue D,,,,,,,,,,505 Avenue D,,,,,,14621,4633,USA,United States,ENG,0.0,-77.610051,43.180380000000014,-77.611051,-77.609051,43.179380000000016,43.18138000000001,
housing_rehab_addresses,"64 Bellwood Pl., Rochester, New York 14609","64 Bellwood Pl, Rochester, New York, 14609",-77.578461,43.175205000000005,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.57846099999995 43.17520500000006),A,"64 Bellwood Pl, Rochester, NY, 14609, USA",64 Bellwood Pl,,,"64 Bellwood Pl, Rochester, New York, 14609",,,20.0,,64,,,,,,,Bellwood,Pl,,,,,,,,,64 Bellwood Pl,,,,,,14609,3910,USA,United States,ENG,0.0,-77.578461,43.175205000000005,-77.57946100000001,-77.577461,43.17420500000001,43.176205,
housing_rehab_addresses,"78 Berlin St., Rochester, New York 14621","78 Berlin St, Rochester, New York, 14621",-77.6056365,43.179282,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60563649999995 43.17928200000006),A,"78 Berlin St, Rochester, NY, 14621, USA",78 Berlin St,,,"78 Berlin St, Rochester, New York, 14621",,,20.0,,78,,,,,,,Berlin,St,,,,,,,,,78 Berlin St,,,,,,14621,4708,USA,United States,ENG,0.0,-77.6056365,43.179282,-77.60663650000001,-77.6046365,43.178282,43.180282,
housing_rehab_addresses,"139 Bradburn St., Rochester, New York 14619","139 Bradburn St, Rochester, New York, 14619",-77.64381449999999,43.134039,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64381449999996 43.13403900000003),A,"139 Bradburn St, Rochester, NY, 14619, USA",139 Bradburn St,,,"139 Bradburn St, Rochester, New York, 14619",,,20.0,,139,,,,,,,Bradburn,St,,,,,,,,,139 Bradburn St,,,,,,14619,1907,USA,United States,ENG,0.0,-77.64381449999999,43.134039,-77.6448145,-77.64281449999999,43.133039000000004,43.135039,
housing_rehab_addresses,"417 Brooks Ave., Rochester, New York 14619","417 Brooks Ave, Rochester, New York, 14619",-77.646636,43.130808,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64663599999994 43.13080800000006),A,"417 Brooks Ave, Rochester, NY, 14619, USA",417 Brooks Ave,,,"417 Brooks Ave, Rochester, New York, 14619",,,20.0,,417,,,,,,,Brooks,Ave,,,,,,,,,417 Brooks Ave,,,,,,14619,2301,USA,United States,ENG,0.0,-77.646636,43.130808,-77.647636,-77.645636,43.129808000000004,43.131808,
housing_rehab_addresses,"156 Bryan St., Rochester, New York 14613","156 Bryan St, Rochester, New York, 14613",-77.641569,43.18465499999999,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64156899999995 43.18465500000008),A,"156 Bryan St, Rochester, NY, 14613, USA",156 Bryan St,,,"156 Bryan St, Rochester, New York, 14613",,,20.0,,156,,,,,,,Bryan,St,,,,,,,,,156 Bryan St,,,,,,14613,1607,USA,United States,ENG,0.0,-77.641569,43.18465499999999,-77.64256900000001,-77.640569,43.183654999999995,43.18565499999999,
housing_rehab_addresses,"690 Campbell St., Rochester, New York 14611","690 Campbell St, Rochester, New York, 14611",-77.6473875,43.15753800000002,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64738749999998 43.15753800000005),A,"690 Campbell St, Rochester, NY, 14611, USA",690 Campbell St,,,"690 Campbell St, Rochester, New York, 14611",,,20.0,,690,,,,,,,Campbell,St,,,,,,,,,690 Campbell St,,,,,,14611,1217,USA,United States,ENG,0.0,-77.6473875,43.15753800000002,-77.6483875,-77.64638749999999,43.15653800000002,43.158538000000014,
housing_rehab_addresses,"380 Carling Rd., Rochester, New York 14610","380 Carling Rd, Rochester, New York, 14610",-77.550579,43.156620000000004,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.55057899999997 43.15662000000003),A,"380 Carling Rd, Rochester, NY, 14610, USA",380 Carling Rd,,,"380 Carling Rd, Rochester, New York, 14610",,,20.0,,380,,,,,,,Carling,Rd,,,,,,,,,380 Carling Rd,,,,,,14610,1208,USA,United States,ENG,0.0,-77.550579,43.156620000000004,-77.551579,-77.549579,43.155620000000006,43.15762,
housing_rehab_addresses,"173 Chapin St., Rochester, New York 14621","173 Chapin St, Rochester, New York, 14621",-77.57929349999999,43.184304,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.57929349999995 43.18430400000005),A,"173 Chapin St, Rochester, NY, 14621, USA",173 Chapin St,,,"173 Chapin St, Rochester, New York, 14621",,,20.0,,173,,,,,,,Chapin,St,,,,,,,,,173 Chapin St,,,,,,14621,4015,USA,United States,ENG,0.0,-77.57929349999999,43.184304,-77.5802935,-77.57829349999999,43.183304,43.185303999999995,
housing_rehab_addresses,"81 Christian Ave., Rochester, New York 14615","81 Christian Ave, Rochester, New York, 14615",-77.641119,43.204689,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64111899999995 43.20468900000003),A,"81 Christian Ave, Rochester, NY, 14615, USA",81 Christian Ave,,,"81 Christian Ave, Rochester, New York, 14615",,,20.0,,81,,,,,,,Christian,Ave,,,,,,,,,81 Christian Ave,,,,,,14615,2222,USA,United States,ENG,0.0,-77.641119,43.204689,-77.64211900000001,-77.640119,43.203689000000004,43.205689,
housing_rehab_addresses,"373 Columbia Ave., Rochester, New York 14611","373 Columbia Ave, Rochester, New York, 14611",-77.6308185,43.14146400000001,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.63081849999998 43.14146400000004),A,"373 Columbia Ave, Rochester, NY, 14611, USA",373 Columbia Ave,,,"373 Columbia Ave, Rochester, New York, 14611",,,20.0,,373,,,,,,,Columbia,Ave,,,,,,,,,373 Columbia Ave,,,,,,14611,3637,USA,United States,ENG,0.0,-77.6308185,43.14146400000001,-77.63181850000001,-77.6298185,43.140464000000016,43.14246400000001,
housing_rehab_addresses,"77 Colvin St., Rochester, New York 14611","77 Colvin St, Rochester, New York, 14611",-77.6414295,43.151904,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64142949999996 43.15190400000006),A,"77 Colvin St, Rochester, NY, 14611, USA",77 Colvin St,,,"77 Colvin St, Rochester, New York, 14611",,,20.0,,77,,,,,,,Colvin,St,,,,,,,,,77 Colvin St,,,,,,14611,2136,USA,United States,ENG,0.0,-77.6414295,43.151904,-77.6424295,-77.6404295,43.150904000000004,43.152904,
housing_rehab_addresses,"38 Cooper St., Rochester, New York 14609","38 Cooper St, Rochester, New York, 14609",-77.569254,43.185663000000005,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.56925399999994 43.18566300000003),A,"38 Cooper St, Rochester, NY, 14609, USA",38 Cooper St,,,"38 Cooper St, Rochester, New York, 14609",,,20.0,,38,,,,,,,Cooper,St,,,,,,,,,38 Cooper St,,,,,,14609,2334,USA,United States,ENG,0.0,-77.569254,43.185663000000005,-77.570254,-77.568254,43.18466300000001,43.186663,
housing_rehab_addresses,"165 Crittenden Blvd, Rochester, New York 14620","165 Crittenden Blvd, Rochester, New York, 14620",-77.623515,43.121385000000004,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.62351499999994 43.12138500000003),A,"165 Crittenden Blvd, Rochester, NY, 14620, USA",165 Crittenden Blvd,,,"165 Crittenden Blvd, Rochester, New York, 14620",,,20.0,,165,,,,,,,Crittenden,Blvd,,,,,,,,,165 Crittenden Blvd,,,,,,14620,4050,USA,United States,ENG,0.0,-77.623515,43.121385000000004,-77.624515,-77.62251499999999,43.120385000000006,43.122385,
housing_rehab_addresses,"30 Cuba Pl., Rochester, New York 14605","30 Cuba Pl, Rochester, New York, 14605",-77.6066445,43.173855,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60664449999996 43.17385500000006),A,"30 Cuba Pl, Rochester, NY, 14605, USA",30 Cuba Pl,,,"30 Cuba Pl, Rochester, New York, 14605",,,20.0,,30,,,,,,,Cuba,Pl,,,,,,,,,30 Cuba Pl,,,,,,14605,1204,USA,United States,ENG,0.0,-77.6066445,43.173855,-77.6076445,-77.6056445,43.172855000000006,43.174855,
housing_rehab_addresses,"74 Dickinson St., Rochester, New York 14621","74 Dickinson St, Rochester, New York, 14621",-77.58631799999999,43.186724999999996,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58631799999995 43.18672500000008),A,"74 Dickinson St, Rochester, NY, 14621, USA",74 Dickinson St,,,"74 Dickinson St, Rochester, New York, 14621",,,20.0,,74,,,,,,,Dickinson,St,,,,,,,,,74 Dickinson St,,,,,,14621,3906,USA,United States,ENG,0.0,-77.58631799999999,43.186724999999996,-77.587318,-77.58531799999999,43.185725,43.18772499999999,
housing_rehab_addresses,"34 Dorset St., Rochester, New York 14609","34 Dorset St, Rochester, New York, 14609",-77.570163,43.171884000000006,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.57016299999998 43.17188400000003),A,"34 Dorset St, Rochester, NY, 14609, USA",34 Dorset St,,,"34 Dorset St, Rochester, New York, 14609",,,20.0,,34,,,,,,,Dorset,St,,,,,,,,,34 Dorset St,,,,,,14609,4147,USA,United States,ENG,0.0,-77.570163,43.171884000000006,-77.571163,-77.56916299999999,43.17088400000001,43.172884,
housing_rehab_addresses,"226 Earl St., Rochester, New York 14611","226 Earl St, Rochester, New York, 14611",-77.6353185,43.137144000000006,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.63531849999998 43.13714400000003),A,"226 Earl St, Rochester, NY, 14611, USA",226 Earl St,,,"226 Earl St, Rochester, New York, 14611",,,20.0,,226,,,,,,,Earl,St,,,,,,,,,226 Earl St,,,,,,14611,3732,USA,United States,ENG,0.0,-77.6353185,43.137144000000006,-77.6363185,-77.63431849999999,43.13614400000001,43.138144000000004,
housing_rehab_addresses,"12 Eighth St., Rochester, New York 14609","12 Eighth St, Rochester, New York, 14609",-77.5800495,43.17039,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58004949999997 43.17039000000005),A,"12 Eighth St, Rochester, NY, 14609, USA",12 Eighth St,,,"12 Eighth St, Rochester, New York, 14609",,,20.0,,12,,,,,,,Eighth,St,,,,,,,,,12 Eighth St,,,,,,14609,4633,USA,United States,ENG,0.0,-77.5800495,43.17039,-77.5810495,-77.5790495,43.16939,43.171389999999995,
housing_rehab_addresses,"19 Ellison St., Rochester, New York 14609","19 Ellison St, Rochester, New York, 14609",-77.5742625,43.169039999999995,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.57426249999997 43.16904000000005),A,"19 Ellison St, Rochester, NY, 14609, USA",19 Ellison St,,,"19 Ellison St, Rochester, New York, 14609",,,20.0,,19,,,,,,,Ellison,St,,,,,,,,,19 Ellison St,,,,,,14609,4739,USA,United States,ENG,0.0,-77.5742625,43.169039999999995,-77.57526250000001,-77.5732625,43.16804,43.17003999999999,
housing_rehab_addresses,"55 Farbridge Ave., Rochester, New York 14621","55 Farbridge St, Rochester, New York, 14621",-77.609313,43.18181100000001,PointAddress,98.04,M,New York,NY,Monroe County,,Rochester,,POINT (-77.60931299999999 43.18181100000004),A,"55 Farbridge St, Rochester, NY, 14621, USA",55 Farbridge St,,,"55 Farbridge St, Rochester, New York, 14621",,,20.0,,55,,,,,,,Farbridge,St,,,,,,,,,55 Farbridge St,,,,,,14621,3403,USA,United States,ENG,0.0,-77.609313,43.18181100000001,-77.610313,-77.608313,43.18081100000001,43.18281100000001,
housing_rehab_addresses,"38 Ferncliffe Dr., Rochester, New York 14621","38 Ferncliffe Dr, Rochester, New York, 14621",-77.5818585,43.176546,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58185849999995 43.17654600000003),A,"38 Ferncliffe Dr, Rochester, NY, 14621, USA",38 Ferncliffe Dr,,,"38 Ferncliffe Dr, Rochester, New York, 14621",,,20.0,,38,,,,,,,Ferncliffe,Dr,,,,,,,,,38 Ferncliffe Dr,,,,,,14621,4206,USA,United States,ENG,0.0,-77.5818585,43.176546,-77.5828585,-77.58085849999999,43.175546000000004,43.177546,
housing_rehab_addresses,"840 Fernwood Pk., Rochester, New York 14621","840 Fernwood Park, Rochester, New York, 14609",-77.56674749999999,43.17930000000001,PointAddress,99.51,M,New York,NY,Monroe County,,Rochester,,POINT (-77.56674749999996 43.17930000000007),A,"840 Fernwood Park, Rochester, NY, 14609, USA",840 Fernwood Park,,,"840 Fernwood Park, Rochester, New York, 14609",,,20.0,,840,,,,,,,Fernwood,Park,,,,,,,,,840 Fernwood Park,,,,,,14609,2645,USA,United States,ENG,0.0,-77.56674749999999,43.17930000000001,-77.5677475,-77.56574749999999,43.178300000000014,43.18030000000001,
housing_rehab_addresses,"47 Fillmore St., Rochester, New York 14611","47 Fillmore St, Rochester, New York, 14611",-77.650038,43.148871000000014,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.65003799999994 43.14887100000004),A,"47 Fillmore St, Rochester, NY, 14611, USA",47 Fillmore St,,,"47 Fillmore St, Rochester, New York, 14611",,,20.0,,47,,,,,,,Fillmore,St,,,,,,,,,47 Fillmore St,,,,,,14611,2511,USA,United States,ENG,0.0,-77.650038,43.148871000000014,-77.651038,-77.64903799999999,43.147871000000016,43.14987100000001,
housing_rehab_addresses,"48 Fillmore St., Rochester, New York 14611","48 Fillmore St, Rochester, New York, 14611",-77.6496375,43.148871000000014,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64963749999998 43.14887100000004),A,"48 Fillmore St, Rochester, NY, 14611, USA",48 Fillmore St,,,"48 Fillmore St, Rochester, New York, 14611",,,20.0,,48,,,,,,,Fillmore,St,,,,,,,,,48 Fillmore St,,,,,,14611,2512,USA,United States,ENG,0.0,-77.6496375,43.148871000000014,-77.6506375,-77.64863749999999,43.147871000000016,43.14987100000001,
housing_rehab_addresses,"49 Fillmore St., Rochester, New York 14611","49 Fillmore St, Rochester, New York, 14611",-77.65003349999999,43.14883499999999,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.65003349999995 43.14883500000008),A,"49 Fillmore St, Rochester, NY, 14611, USA",49 Fillmore St,,,"49 Fillmore St, Rochester, New York, 14611",,,20.0,,49,,,,,,,Fillmore,St,,,,,,,,,49 Fillmore St,,,,,,14611,2511,USA,United States,ENG,0.0,-77.65003349999999,43.14883499999999,-77.6510335,-77.64903349999999,43.14783499999999,43.14983499999999,
housing_rehab_addresses,"57 Finch St., Rochester, New York 14613","57 Finch St, Rochester, New York, 14613",-77.64092099999999,43.17881400000002,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.64092099999993 43.17881400000005),A,"57 Finch St, Rochester, NY, 14613, USA",57 Finch St,,,"57 Finch St, Rochester, New York, 14613",,,20.0,,57,,,,,,,Finch,St,,,,,,,,,57 Finch St,,,,,,14613,2236,USA,United States,ENG,0.0,-77.64092099999999,43.17881400000002,-77.641921,-77.63992099999999,43.17781400000002,43.179814000000015,
housing_rehab_addresses,"488 Flint St., Rochester, New York 14608","488 Flint St, Rochester, New York, 14611",-77.6329785,43.140086999999994,PointAddress,99.51,M,New York,NY,Monroe County,,Rochester,,POINT (-77.63297849999998 43.14008700000005),A,"488 Flint St, Rochester, NY, 14611, USA",488 Flint St,,,"488 Flint St, Rochester, New York, 14611",,,20.0,,488,,,,,,,Flint,St,,,,,,,,,488 Flint St,,,,,,14611,3625,USA,United States,ENG,0.0,-77.6329785,43.140086999999994,-77.6339785,-77.63197849999999,43.139086999999996,43.14108699999999,
housing_rehab_addresses,"51 Furlong St., Rochester, New York 14621","51 Furlong St, Rochester, New York, 14621",-77.585427,43.185114,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.58542699999998 43.18511400000006),A,"51 Furlong St, Rochester, NY, 14621, USA",51 Furlong St,,,"51 Furlong St, Rochester, New York, 14621",,,20.0,,51,,,,,,,Furlong,St,,,,,,,,,51 Furlong St,,,,,,14621,3910,USA,United States,ENG,0.0,-77.585427,43.185114,-77.586427,-77.58442699999999,43.184114,43.186113999999996,
housing_rehab_addresses,"43 Garfield St., Rochester, New York 14611","43 Garfield St, Rochester, New York, 14611",-77.65478999999999,43.148988,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.65478999999993 43.14898800000003),A,"43 Garfield St, Rochester, NY, 14611, USA",43 Garfield St,,,"43 Garfield St, Rochester, New York, 14611",,,20.0,,43,,,,,,,Garfield,St,,,,,,,,,43 Garfield St,,,,,,14611,2404,USA,United States,ENG,0.0,-77.65478999999999,43.148988,-77.65579,-77.65378999999999,43.147988000000005,43.149988,
housing_rehab_addresses,"44 Garfield St., Rochester, New York 14611","44 Garfield St, Rochester, New York, 14611",-77.65449025879572,43.149021316045,StreetAddress,100.0,M,New York,NY,Monroe County,,Rochester,19th Ward,POINT (-77.65449025899994 43.14902131600007),A,"44 Garfield St, Rochester, NY, 14611, USA",44 Garfield St,,,"44 Garfield St, Rochester, New York, 14611",,,20.0,,44,144,2,2-144,R,,,Garfield,St,,,,,,,,,44 Garfield St,,,,,,14611,2405,USA,United States,ENG,0.0,-77.65449025879572,43.149021316045,-77.65549025879572,-77.65349025879571,43.148021316045,43.150021316045,
housing_rehab_addresses,"45 Garfield St., Rochester, New York 14611","45 Garfield St, Rochester, New York, 14611",-77.65478999999999,43.148943,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.65478999999993 43.14894300000003),A,"45 Garfield St, Rochester, NY, 14611, USA",45 Garfield St,,,"45 Garfield St, Rochester, New York, 14611",,,20.0,,45,,,,,,,Garfield,St,,,,,,,,,45 Garfield St,,,,,,14611,2404,USA,United States,ENG,0.0,-77.65478999999999,43.148943,-77.65579,-77.65378999999999,43.147943000000005,43.149943,
housing_rehab_addresses,"267 Glenwood Ave., Rochester, New York 14613","267 Glenwood Ave, Rochester, New York, 14613",-77.636934,43.176726,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.63693399999994 43.17672600000003),A,"267 Glenwood Ave, Rochester, NY, 14613, USA",267 Glenwood Ave,,,"267 Glenwood Ave, Rochester, New York, 14613",,,20.0,,267,,,,,,,Glenwood,Ave,,,,,,,,,267 Glenwood Ave,,,,,,14613,2323,USA,United States,ENG,0.0,-77.636934,43.176726,-77.637934,-77.63593399999999,43.175726000000004,43.177726,
housing_rehab_addresses,"35 Gothic St., Rochester, New York 14621","35 Gothic St, Rochester, New York, 14621",-77.594292,43.17997500000001,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.59429199999994 43.17997500000007),A,"35 Gothic St, Rochester, NY, 14621, USA",35 Gothic St,,,"35 Gothic St, Rochester, New York, 14621",,,20.0,,35,,,,,,,Gothic,St,,,,,,,,,35 Gothic St,,,,,,14621,4903,USA,United States,ENG,0.0,-77.594292,43.17997500000001,-77.595292,-77.59329199999999,43.178975000000015,43.18097500000001,
housing_rehab_addresses,"806 Grand Ave., Rochester, New York 14609","806 Grand Ave, Rochester, New York, 14609",-77.558661,43.164567000000005,PointAddress,100.0,M,New York,NY,Monroe County,,Rochester,,POINT (-77.55866099999997 43.16456700000003),A,"806 Grand Ave, Rochester, NY, 14609, USA",806 Grand Ave,,,"806 Grand Ave, Rochester, New York, 14609",,,20.0,,806,,,,,,,Grand,Ave,,,,,,,,,806 Grand Ave,,,,,,14609,6541,USA,United States,ENG,0.0,-77.558661,43.164567000000005,-77.559661,-77.557661,43.16356700000001,43.165567,
